date,BTC,ETH,BNB,XRP,ADA,DOGE,SOL,DOT,AVAX,LINK
2020-06-21,24316.926234,256305.23734,1317075.84,66591992.6,150318561.8,84555177.0,,,,1336859.5
2020-06-22,57895.468343,749030.11114,1706812.42,121678902.8,236593766.9,118270150.0,,,,4659609.05
2020-06-23,41031.02938,442296.31477,1453306.73,80442337.3,173136119.4,96686433.0,,,,10884418.78
2020-06-24,61571.561464,921634.0534,1529800.3,99814387.3,431553648.0,124832546.0,,,,10253258.21
2020-06-25,55831.619156,613748.59348,1201354.75,83471401.8,256346389.9,73502899.0,,,,7030842.15
2020-06-26,50292.298277,628340.07007,1041399.0,134171894.1,189443293.9,69665977.0,,,,5532469.51
2020-06-27,46290.930113,645950.61438,1309335.66,100119859.4,239980469.3,94867690.0,,,,6165533.05
2020-06-28,30688.176421,444766.56881,1402858.96,79916984.6,230373628.4,116394661.0,,,,4751931.74
2020-06-29,42120.293261,597915.52242,1511856.38,108091794.8,322000901.7,85385099.0,,,,4789663.32
2020-06-30,31463.162801,415036.02977,1315772.42,63769127.0,196547531.1,58330225.0,,,,3008041.61
2020-07-01,38488.528699,517351.58865,1612208.19,96697381.8,627920438.9,120676078.0,,,,4096719.3
2020-07-02,45725.168076,592485.91115,1399345.39,109348977.7,745942280.8,97986311.0,,,,7638387.35
2020-07-03,28943.420177,314578.5004,1211128.83,93559429.8,690799829.5,76387879.0,,,,4622377.34
2020-07-04,26441.968484,307726.46593,1319545.75,101070772.2,490805389.1,60368775.0,,,,2884275.22
2020-07-05,34073.653627,355747.12006,1120649.91,109028272.5,397913451.9,88706470.0,,,,3650974.38
2020-07-06,54463.132277,864817.507,1606449.31,180480180.6,473375192.5,461294907.0,,,,12032948.97
2020-07-07,34587.336678,600424.97209,1880630.34,119136986.1,775869735.0,3965388549.0,,,,13786031.79
2020-07-08,56140.517781,958185.83708,2271202.72,340558574.1,1587749613.1,23657008079.0,,,,16816910.79
2020-07-09,48044.450645,647641.58291,1869273.67,366287583.8,893825632.2,8645375967.0,,,,12955549.78
2020-07-10,38295.494006,455025.12385,2099193.57,212898090.1,808057758.1,7536784753.0,,,,9946933.5
2020-07-11,22561.366,294476.00626,2318005.65,171252017.6,460447487.7,3661361202.0,,,,5442718.22
2020-07-12,30872.702286,469315.1172,2995977.41,123496702.1,416611565.9,1546255634.0,,,,18949318.62
2020-07-13,42740.069115,604093.04245,3228967.7,210692216.4,688293154.1,4007164536.0,,,,30737550.96
2020-07-14,45772.552509,426320.89188,2385481.97,126120726.2,573751827.4,2316802022.0,,,,25153380.41
2020-07-15,39053.579665,368350.66518,1959582.73,97567941.8,370682346.2,1386310052.0,,,,20518883.22
2020-07-16,43375.571191,587161.73894,2053439.44,154403446.1,607317645.2,2070197756.0,,,,20705851.79
2020-07-17,28054.358741,325600.21444,1854764.1,119390267.7,269816299.8,1885382230.0,,,,8727930.83
2020-07-18,22554.541457,341356.6182,1687884.76,125668578.9,275326072.2,8332776850.0,,,,11416632.85
2020-07-19,26052.019417,348803.52073,2597680.63,117946275.3,172079009.8,3659586603.0,,,,6896213.31
2020-07-20,35458.764082,396657.91938,2487505.49,114187102.0,253190451.2,1636615889.0,,,,11043721.17
2020-07-21,60413.582486,637462.08074,2110735.01,116436628.1,260880715.5,1188848956.0,,,,10937153.27
2020-07-22,48815.004107,718417.68296,2174379.2,127274412.3,167277837.9,591711751.0,,,,9599551.14
2020-07-23,51856.2335,1068774.57879,2393871.45,231892970.4,233344422.6,792908063.0,,,,10917062.94
2020-07-24,43931.136205,926033.06692,2790281.46,162043579.9,185179301.2,824558980.0,,,,7314721.87
2020-07-25,40679.545416,1058927.30554,2956369.76,237958032.7,851485004.5,867588133.0,,,,7507174.9
2020-07-26,65279.269319,1270368.753,2857739.16,277074358.0,971402952.6,888157925.0,,,,10637660.32
2020-07-27,150188.933144,1636122.34727,3841364.91,358365289.2,1006112609.6,1339892681.0,,,,16681214.34
2020-07-28,97267.734187,1093231.55578,3516712.35,348097855.6,715760829.0,649930752.0,,,,8500726.83
2020-07-29,76838.094233,792802.32148,2219760.2,423604274.8,537845004.2,675383829.0,,,,7058913.79
2020-07-30,60794.826456,1008827.56698,2052250.83,339560922.2,320531544.9,523325865.0,,,,7673434.47
2020-07-31,70063.660974,948088.44982,2251101.21,295712939.1,257426976.7,632319202.0,,,,7419454.26
2020-08-01,85087.485126,1440843.34203,2657942.85,698526256.7,428476131.0,4298724372.0,,,,9345076.4
2020-08-02,97553.077604,2324909.09616,3352897.46,1089709098.7,557443813.3,2337347018.0,,,,22647614.34
2020-08-03,56931.841475,1191565.09389,2668345.02,661998402.4,255391275.3,859800460.0,,,,12814524.98
2020-08-04,58629.113709,1180792.42379,2393749.74,523509311.0,405429691.8,1247440791.0,,,,18485930.37
2020-08-05,74970.256852,1124119.0672,3698317.51,377922454.8,247854513.3,1099317757.0,,,,9682088.77
